time,x,y,theta,theta_degree,v,omega
76.267,0.13721572711945912,0.2209825312237631,-2.1089737436767426,-120.83529461658244,0.08819040111643485,0.018500305340269196
76.3,0.13568262248630622,0.218412436035129,-2.1083660315519217,-120.80047527667128,0.08822637930671497,0.018848271946822454
76.334,0.134195612009614,0.2159161553674222,-2.107763588588655,-120.76595783747874,0.08826290489904588,0.017702767599351313
76.367,0.13270970608616453,0.21341821388844637,-2.1071465966941356,-120.730606805929,0.08829782900273991,0.01802794068809446
76.4,0.13117957122221258,0.2108422596112088,-2.1065486925810117,-120.69634942369349,0.08833223345197581,0.018362983554256824
76.434,0.1296962668138031,0.20834152903602648,-2.105940120989349,-120.66148083995965,0.08836713662044522,0.01722256424095803
76.469,0.12821404523351532,0.20583922710411112,-2.105317373883859,-120.62580005911107,0.08840248945899075,0.016622626643826792
76.5,0.1266920972202572,0.20326608772382074,-2.104619432598213,-120.58581096909562,0.08843331294219274,0.01886695517932247
76.534,0.1252272867238483,0.20078513187875802,-2.1037172849508496,-120.53412171640406,0.0884665908117125,0.0165564490004513
76.567,0.1237833287480922,0.19833280769568395,-2.1023423192034714,-120.45534198210423,0.08849836085900446,0.016524625632033007
76.6,0.12228938307662511,0.19578795707688956,-2.1011948627626893,-120.38959757087231,0.08852960945384773,0.016745947328444998
76.634,0.12080935244575108,0.19326271082558508,-2.1007684406684346,-120.3651653845804,0.08856125928593128,0.01598347450816106
76.667,0.1193376624016831,0.19074889228874728,-2.1001728600365723,-120.33104112801495,0.0885914483184104,0.016218457621231076
76.7,0.11781894454575917,0.18815156979527012,-2.0996534177767385,-120.30127927882573,0.08862111506501752,0.0165587333890995
76.734,0.11634671816031901,0.18563061046799528,-2.099122283688245,-120.27084753719951,0.08865113425760249,0.015513894129311367
76.767,0.11487561615634809,0.18310843912747696,-2.0985763929045826,-120.23957029922059,0.0886797397940589,0.015799293766729613
76.8,0.11336062433230572,0.1805078254627473,-2.0980491380397166,-120.20936082073602,0.08870782225486243,0.016097500978631784
76.834,0.11189107688613478,0.1779821685033345,-2.0975288492060224,-120.17955046643756,0.08873620834214407,0.015083006321146418
76.867,0.11042250047731883,0.17545512417950776,-2.096998957896017,-120.14918993077359,0.08876322803356622,0.015363042911768139
76.9,0.10891000655130866,0.17284940570605392,-2.0964914399709618,-120.12011129564068,0.08878972390314711,0.015655488935392613
76.934,0.1074428438345347,0.17031885396579843,-2.0959935674136974,-120.09158529937406,0.08881647455542258,0.01466236395906529
76.967,0.10597660885350278,0.1677869737821391,-2.0954894825126043,-120.06270336202515,0.0888419061848494,0.014937923963507549
77.0,0.104466614758966,0.1651765932390079,-2.0950119851395033,-120.03534477781788,0.08886681328979255,0.015225801658255225
77.034,0.10300213318550923,0.1626421628711126,-2.09455088528717,-120.00892570234508,0.08889192631331545,0.014253299595152598
77.067,0.10153942876185676,0.16010816650874762,-2.0941104407624658,-119.98369008996988,0.08891576779569854,0.014522045069143768
77.1,0.10004021833561619,0.157508831840891,-2.0938857765208745,-119.9708177771192,0.08893908409445804,0.014763624489473031
77.134,0.09860532110859144,0.15502087372238224,-2.0941748464222174,-119.9873802624504,0.08896255743130305,0.013726260370876707
77.167,0.0972030821415068,0.15259340420254341,-2.0952206085581224,-120.04729801921235,0.08898480681337836,0.013928885611578174
77.2,0.09579268343958247,0.15016095101922242,-2.0971978867187198,-120.16058771273796,0.08900653039615254,0.014312858981098683
77.234,0.09442559610631264,0.1478145066723176,-2.0992704007990373,-120.2793340225216,0.08902836212408967,0.013866157323029017
77.267,0.09303700009223885,0.14544159875674773,-2.100961648145355,-120.37623535757831,0.08904901758425872,0.014843100337111448
77.3,0.09156106887137873,0.14292679333278974,-2.1017974687378533,-120.42412434995857,0.08906914667287419,0.015991505461383303
77.334,0.09007942112718084,0.14040302275509114,-2.101436713417396,-120.40345459265949,0.08908933500525262,0.015588814195032791
77.367,0.08859439068580638,0.1378707513159042,-2.1009299535771904,-120.37441939258898,0.08910839485347273,0.015958838061765273
77.4,0.08706541545978545,0.13526045923025765,-2.100417811951211,-120.34507583890739,0.08912692780127762,0.016282002247151976
77.434,0.0855823903092384,0.13272557861475126,-2.0999027134811965,-120.31556287054191,0.08914547108691874,0.015204124073509075
77.467,0.08410041422972608,0.13018943411333786,-2.099374033251107,-120.28527172464577,0.08916293376460203,0.015506613561141677
77.5,0.08257453260358995,0.12757508093422293,-2.0988650464719805,-120.25610893037387,0.08917986905636797,0.015819892113131447
77.535,0.08109467840078566,0.12503647325618186,-2.098358330784797,-120.2270762600852,0.08919725426286225,0.01433439344970461
77.567,0.07961606920960498,0.12249691810126383,-2.097837782070805,-120.1972510157425,0.08921262985938869,0.015513534481606694
77.6,0.07809342165050417,0.11987847908989499,-2.097352135955635,-120.16942554300633,0.08922796611122133,0.015342256697010717
77.635,0.07661791570476903,0.11733831327954743,-2.09681538643082,-120.13867206057877,0.08924365489902499,0.013884547041776973
77.667,0.0751444151774568,0.11479844160300211,-2.096263463452865,-120.10704920332566,0.0892574790774725,0.015021893810602384
77.7,0.0736329206573684,0.11218957911088312,-2.095619067965174,-120.0701280615437,0.08927121503673055,0.014781612515221029
77.734,0.07218373542118256,0.10968358181264136,-2.094602522169387,-120.01188427776331,0.08928481462839227,0.013543737131034322
